,"Item","Description","Type","Cost","Price","Sales Tax Code","Quantity On Hand","Quantity On Sales Order","Reorder Pt (Min)","Quantity On Purchase Order","Preferred Vendor"
,"Storage:SSD-1TB-MLCWT-IK","SSD-1TB-MLCWT-IK..1TB 2.5"" SATA SSD MLC, -40°C ~ +85°C","Inventory Part",782.00,978.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-1TB-TLC-IK","SSD-1TB-TLC-IK..2.5"" SATA SSD 1TB TLC, 0°C~+70°C","Inventory Part",301.00,376.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-1TB-TLC-PN","SSD-1TB-TLC-PN..2.5"" SATA SSD TLC 1TB, 0°C-70°C.","Inventory Part",274.00,343.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-1TB-TLC-SS","SSD-1TB-TLC-SS..Samsung 860 EVO 1TB V-NAND SSD","Inventory Part",299.39,375.00,"Tax",0,0,"",0,
,"Storage:SSD-1TB-TLC-SS-PRO","SSD-1TB-TLC-SS-PRO..Samsung 860 PRO 1TB V-NAND 2-bit MLC SSD.","Inventory Part",252.00,315.00,"Tax",0,0,"",0,
,"Storage:SSD-1TB-TLC5ET-PN","SSD-1TB-TLC5ET-PN..2.5"" SATA SSD 1TB TLC, -25~85°C. Industrial computer accessory.","Inventory Part",118.00,147.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-1TB-TLC5ET-TD","*SSD-1TB-TLC5ET-TD..2.5"" SATA SSD 1TB TLC, -20°C~+75°C. Industrial computer accessory.","Inventory Part",80.00,100.00,"Tax",178,203,"",45,"Neousys Technology Incorp."
,"Storage:SSD-1TB-TLC5WT-TD","*SSD-1TB-TLC5WT-TD..2.5"" SATA SSD 1TB TLCWT, -40°C~+85°C. Industrial computer accessory.","Inventory Part",147.00,184.00,"Tax",16,8,"",10,"Neousys Technology Incorp."
,"Storage:SSD-1TB-TLC5WT-TD-601","SSD-1TB-TLC5WT-TD-601..2.5"" SATA SSD 1TB TLCWT, -40°C~+85°C","Inventory Part",0.00,0.00,"Tax",0,1,"",0,
,"Storage:SSD-1TB-TLCWT-IK","SSD-1TB-TLCWT-IK..1TB 2.5"" SATA SSD TLC, -40°C ~ +85°C","Inventory Part",381.00,476.00,"Tax",2,0,"",0,"INNODISK USA CORPORATION"
,"Storage:SSD-1TB-TLCWT-IK_A","SSD-1TB-TLCWT-IK_A..1TB 2.5"" SATA SSD TLC, -40°C ~ +85°C","Inventory Part",310.00,388.00,"Tax",0,0,"",0,"INNODISK USA CORPORATION"
,"Storage:SSD-250GB-TLC-SS","SSD-250GB-TLC-SS..Samsung 850 EVO 250GB V-NAND SSD","Inventory Part",108.30,135.00,"Tax",0,0,"",0,
,"Storage:SSD-256GB-MLC-IK","*SSD-256GB-MLC-IK..2.5"" MLC 256GB SSD, 0-70°C.","Inventory Part",236.00,295.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-256GB-MLC-PN","[Use SSD-256GB-MLC-IK]..2.5"" ML 256GB SD, 0-70°AC.","Inventory Part",141.00,188.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-256GB-MLCWT-IK","*SSD-256GB-MLCWT-IK..2.5"" MLC 256GB SSD, wide operating temperature -40 to 85°C.","Inventory Part",278.00,348.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-256GB-TLC-IK","SSD-256GB-TLC-IK..2.5"" SATA SSD 256GB TLC, 0°C~+70°C..","Inventory Part",102.00,128.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-256GB-TLC-PN","[Use P/N SSD-256GB-TLC-IK]..SSD-256GB-TLC-PN..2.5"" SATA SSD TLC 256GB, 0°C-70°C.","Inventory Part",86.00,108.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-256GB-TLC5ET-PN","SSD-256GB-TLC5ET-PN..2.5"" SATA SSD 256GB TLC, -25~85C...","Inventory Part",41.00,51.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-256GB-TLC5WT-TD","*SSD-256GB-TLC5WT-TD..2.5"" SATA SSD 256GB TLCWT, -40°C~+85°C. Industrial computer accessory.","Inventory Part",52.00,65.00,"Tax",15,8,"",0,"Neousys Technology Incorp."
,"Storage:SSD-256GB-TLC5WT-TD-601","SSD-256GB-TLC5WT-TD-601..2.5"" SATA SSD 256GB TLCWT, -40°C~+85°C. Industrial computer accessory.","Inventory Part",0.00,0.00,"Tax",2,0,"",0,
,"Storage:SSD-256GB-TLCWT-IK","SSD-256GB-TLCWT-IK..2.5"" TLC 256GB SSD, -40 ~ 85°C.","Inventory Part",96.00,120.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-2TB-MLC-IK","SSD-2TB-MLC-IK..2.5"" SATA SSD 2TB MLC 0°C~+70°C..","Inventory Part",1336.00,1670.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-2TB-TLC-IK","SSD-2TB-TLC-IK..2.5"" SATA SSD 2TB TLC 0°C~+70°C..","Inventory Part",531.00,664.00,"Tax",0,100,"",100,"Neousys Technology Incorp."
,"Storage:SSD-2TB-TLC-IK_A","SSD-2TB-TLC-IK_A..2.5"" SATA SSD 2TB TLC 0°C~+70°C..","Inventory Part",500.00,606.00,"Tax",0,0,"",0,"INNODISK USA CORPORATION"
,"Storage:SSD-2TB-TLC-SS-PRO","SSD-2TB-TLC-SS-PRO..2TB 2.5 Inch SATA III Internal SSD, V-NAND 3-bit MLC. Max. Sequential Read/W...","Inventory Part",428.00,535.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-2TB-TLC5ET-TD","*SSD-2TB-TLC5ET-TD..2.5"" SATA SSD 2TB TLC, -20°C~+75°C. Industrial computer accessory.","Inventory Part",160.00,200.00,"Tax",10,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-2TB-TLC5WT-TD","*SSD-2TB-TLC5WT-TD..2.5"" SATA SSD 2TB TLCWT, -40°C~+85°C. Industrial computer accessory.","Inventory Part",258.00,322.00,"Tax",13,19,"",15,"Neousys Technology Incorp."
,"Storage:SSD-2TB-TLC5WT-TD-601","SSD-2TB-TLC5WT-TD-601..2.5"" SATA SSD 2TB TLCWT, -40°C~+85°C. Industrial computer accessory.","Inventory Part",0.00,0.00,"Tax",6,0,"",0,
,"Storage:SSD-2TB-TLC5WT-TD1-601","SSD-2TB-TLC5WT-TD1-601..2.5"" SATA SSD 2TB TLCWT, -40°C~+85°C. Industrial computer accessory.","Inventory Part",0.00,0.00,"Tax",0,0,"",0,
,"Storage:SSD-2TB-TLCWT-IK","SSD-2TB-TLCWT-IK..2TB 2.5"" SATA SSD TLC, -40°C ~ +85°C","Inventory Part",662.00,828.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-32GB-MLC-PN","*SSD-32GB-MLC-PN..2.5"" MLC 32GB SSD, 0-70°C.","Inventory Part",35.00,44.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-32GB-MLCWT-IK","SSD-32GB-MLCWT-IK..2.5"" MLC 32GB SSD, -40 ~ 85°C","Inventory Part",48.00,60.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-4TB-TLC-IK","SSD-4TB-TLC-IK..[Please double confirm before using this part number]..2.5"" SATA SSD 4TB TLC, 0°...","Inventory Part",373.00,466.25,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-4TB-TLC-SS","SSD-4TB-TLC-SS..SAMSUNG 870 EVO Series 2.5"" 4TB SATA III V-NAND Internal Solid State Drive (SSD)...","Inventory Part",375.00,469.00,"Tax",0,4,"",4,"Neousys Technology Incorp."
,"Storage:SSD-4TB-TLC-WD","SSD-4TB-TLC-WD..2.5"" SATA SSD 4TB TLC, 0°C~+70°C","Inventory Part",235.00,294.00,"Tax",0,0,"",0,"Amazon"
,"Storage:SSD-4TB-TLC5-IK","SSD-4TB-TLC5-IK..2.5"" SATA SSD 4TB TLC, Bisc5, 0°C~+70°C","Inventory Part",373.00,466.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-4TB-TLC5WT-TD","*SSD-4TB-TLC5WT-TD..2.5"" SATA SSD 4TB TLCWT, -40°C~+85°C. Industrial computer accessory.","Inventory Part",488.00,610.00,"Tax",12,4,"",4,"Neousys Technology Incorp."
,"Storage:SSD-4TB-TLCWT-IK","SSD-4TB-TLCWT-IK..2.5"" SATA SSD 4TB TLC, -40°C~+85°C","Inventory Part",1154.00,1443.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-4TB-TLCWT5-IK","*SSD-4TB-TLCWT5-IK..Innodisk 4TB 2.5"" SATA SSD 3TG6-P, Kioxia BiCS 5, 3D TLC, 4 channels, R/W 45...","Inventory Part",452.00,565.00,"Tax",142,81,"",0,"Neousys Technology Incorp."
,"Storage:SSD-4TB-TLCWT96-IK","SSD-4TB-TLCWT96-IK..2.5"" SATA SSD 4TB TLC, Bisc3, -40°C~+85°C...","Inventory Part",1195.00,1494.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-512GB-MLC-IK","SSD-512GB-MLC-IK..2.5"" MLC 512GB SSD, 0-70°C.","Inventory Part",459.00,574.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-512GB-MLC-PN","*SSD-512GB-MLC-PN..2.5"" MLC 512GB SSD, 0-70°C.","Inventory Part",258.00,323.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-512GB-MLCWT-IK","*SSD-512GB-MLCWT-IK..2.5"" MLC 512GB SSD, wide operating temperature -40 to 85°C.","Inventory Part",542.00,678.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-512GB-TLC-IK","SSD-512GB-TLC-IK..2.5"" SATA SSD 512GB TLC, 0°C~+70°C","Inventory Part",171.00,214.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-512GB-TLC-IK_A","SSD-512GB-TLC-IK_A..2.5"" SATA SSD 512GB TLC, 0°C~+70°C","Inventory Part",173.00,216.00,"Tax",0,0,"",0,"INNODISK USA CORPORATION"
,"Storage:SSD-512GB-TLC-PN","[Use New P/N SSD-512GB-TLC-IK]..SSD-512GB-TLC-PN..2.5"" SATA SSD 512GB, TLC, 0°C-70°C.","Inventory Part",141.00,176.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-512GB-TLC-SS-PRO","SSD-512GB-TLC-SS-PRO..Samsung 860 PRO 512GB V-NAND 2-bit MLC SSD.","Inventory Part",99.00,125.00,"Tax",0,0,"",0,
,"Storage:SSD-512GB-TLC5ET-PN","SSD-512GB-TLC5ET-PN..2.5"" SATA SSD 512GB TLC, -25~85°C.","Inventory Part",67.00,84.00,"Tax",9,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-512GB-TLC5WT-TD","*SSD-512GB-TLC5WT-TD..2.5"" SATA SSD 512GB TLCWT, -40°C~+85°C. Industrial computer accessory.","Inventory Part",86.00,107.00,"Tax",17,63,"",65,"Neousys Technology Incorp."
,"Storage:SSD-512GB-TLCWT-IK","SSD-512GB-TLCWT-IK..2.5"" TLC 512GB SSD, wide operating temperature -40 to 85°C.","Inventory Part",170.00,214.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-64GB-MLC-IK","[Use New P/N# SSD-64GB-MLC-IK1]..SSD-64GB-MLC-IK..2.5"" SATA SSD 3ME3, 64GB, MLC, 0°C~+70°C","Inventory Part",85.00,106.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-64GB-MLC-IK1","SSD-64GB-MLC-IK1..2.5"" SATA SSD 3ME4, 64GB, MLC, 0°C~+70°C.","Inventory Part",89.00,111.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-64GB-MLC-PN","[Use New P/N# SSD-64GB-MLC-IK]..SSD-64GB-MLC-PN..2.5"" MLC 64GB SSD, 0-70°C.","Inventory Part",41.00,57.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-64GB-MLCWT-IK","SSD-64GB-MLCWT-IK..2.5"" MLC 64GB SSD, wide operating temperature -40 to 85°C.","Inventory Part",106.00,132.00,"Tax",1,1,"",0,"Neousys Technology Incorp."
,"Storage:SSD-64GB-TLC-PN","SSD-64GB-TLC-PN..2.5"" SATA SSD 64GB, TLC, 0°C-70°C.","Inventory Part",26.00,32.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD-8TB-QLC-SS","SSD-8TB-QLC-SS..SAMSUNG 870 QVO Series 2.5"" 8TB SATA III Samsung 4-bit QLC V-NAND.","Inventory Part",700.00,875.00,"Tax",0,0,"",0,
,"Storage:SSD1TB-850 PRO","Samson 850 PRO 2.5"" 1TB SANTA III 3D NAND Internal SD. Pre-installation included.","Inventory Part",469.40,580.00,"Tax",0,0,"",0,
,"Storage:SSD250G- Crucial","Crucial MX500 2.5"" 250GB SANTA III 3D NAND SD, Operating temperature : 0 to 70 °AC. Pre-installa...","Inventory Part",74.99,105.00,"Tax",0,0,"",0,
,"Storage:SSD250GB-860 EVO","Samsung 860 EVO 250GB Internal SATA Solid State Drive temperature : 0 to 70 °C","Inventory Part",94.55,130.00,"Tax",0,0,"",0,
,"Storage:SSD250GB-EVO","Samsung 860 EVO 250GB Internal SATA Solid State Drive temperature : 0 to 70 °C..","Inventory Part",88.99,130.00,"Tax",0,0,"",0,
,"Storage:SSD3DTLC1TB","[Use New P/N# SSD-1TB-TLC-PN]..2.5"" 3D TLC 1TB SSD, 0 ~ 70 degree C operating temperature","Inventory Part",386.00,515.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSD500GB-860 EVO","Samsung 860 EVO 500GB","Inventory Part",154.39,0.00,"Tax",0,0,"",0,
,"Storage:SSDMLC120GB","[Use New P/N# SSD-128GB-MLC-PN]..2.5"" 120GB ML SD, 0 - 70 degree AC Operating Temperature","Inventory Part",69.00,92.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC128G-WT","[Use New P/N# SSD-128GB-MLCWT-IK] 2.5"" 128GB MLC SSD, Operating temperature : -40 to 85C..","Inventory Part",71.00,95.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC128GB","[Use New P/N# SSD-128GB-MLC-PN]..2.5"" 128GB ML SD, 0 - 70 degree AC Operating Temperature","Inventory Part",76.00,101.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC1TB","[Use New AP/MN# SSD-1TB-MLC-PN]..2.5"" 1TB ML SD, 0 - 70 degree AC Operating Temperature","Inventory Part",323.00,461.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC1TB-EVO","Samson EVE 2.5"" 1TB ML SD, Operating temperature : 0 to 70C","Inventory Part",456.86,400.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC256G-WT","[Use New P/N# SSD-256GB-MLCWT-IK]..2.5"" 256GB MLC SSD, Operating temperature : -40 to 85C","Inventory Part",160.00,213.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC256GB","[Use New P/N# SSD-256GB-MLC-PN]..2.5"" 256GB ML SD, 0 - 70 degree AC Operating Temperature","Inventory Part",130.00,173.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC32GB","[Use New AP/MN# SSD-32GB-MLC-PN]..2.5"" 32GB ML SD, 0 - 70 degree AC Operating Temperature","Inventory Part",27.00,36.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC512GB","[Use New P/N SSD-512GB-MLC-PN]..2.5"" 512GB ML SD, 0 - 70 degree AC Operating Temperature","Inventory Part",262.00,349.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC512GB-EVO","Samsung EVO 2.5"" 512GB MLC SSD, Operating temperature : 0 to 70C","Inventory Part",264.52,225.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC512GB-WT","2.5"" 512GB MLC SSD, Operating temperature : -40 to 85C","Inventory Part",383.00,510.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC64GB","[Use New P/N# SSD-64GB-MLC-PN]..2.5"" 64GB ML SD, 0 - 70 degree AC Operating Temperature","Inventory Part",41.00,54.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:SSDMLC64GB-WT","[Use New P/N# SSD-64GB-MLCWT-IK]..2.5"" 64GB MLC SSD,-40 degree to 85 degree C Operating Temperature","Inventory Part",49.00,65.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Storage:U.2-SSD-7.68TB-PCIe-TLC-SS","U.2-SSD-7.68TB-PCIe-TLC-SS..SAMSUNG MZQLB7T6HMLA 7.68TB PM983 PCI express Gen3 X4 2.5INCH U.2 NV...","Inventory Part",1340.00,1675.00,"Tax",0,0,"",0,"Samsung"
,"Storage:U.2-SSD-7.68TB-PCIe-TLC-SS1","U.2-SSD-7.68TB-PCIe-TLC-SS1..SAMSUNG MZQL27T6HBLA-00A07 7.68TB PM9A3 PCI express Gen4 X4 2.5INCH...","Inventory Part",1340.00,1675.00,"Tax",0,0,"",0,"Samsung"
,"Windows OS",,"Inventory Part",0.00,0.00,"Tax",0,0,"",0,
,"Windows OS:OPC_SW110T1MA_VIPA-20","OPC_SW110T1MA_VIPA-20..OPC Server S7 - CP communication with configured connections between PC s...","Inventory Part",415.00,498.00,"Tax",0,0,"",0,
,"Windows OS:WES 7E-64","Operating system, Windows Embedded Standard 7E 64bit OS, installation included.","Inventory Part",96.00,128.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:WES 7P-32","Operating system, Windows Embedded Standard 7P 32 bit OS, installation included.","Inventory Part",124.00,165.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:WES 7P-64","Operating system, Windows Embedded Standard 7P 64bit OS, installation included.","Inventory Part",124.00,165.00,"Tax",0,0,"",0,
,"Windows OS:WIN 10 IoT-E-64","[Use New AP/MN# Win10IoT-Entry]..Windows 10 Enterprise LETS Entry 64 bits OS for Intel Atom, Cel...","Inventory Part",49.00,65.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:WIN 10 IoT-H-64","[Use New AP/MN# Win10IoT-High]..Windows 10 Enterprise LETS High End 64 bits OS for Intel Core i7...","Inventory Part",139.00,185.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:WIN 10 IoT-V-64","[Use New P/N# Win10IoT-Value]..Windows 10 IoT Enterprise LTSB Value, for system with Core 3/i5, ...","Inventory Part",83.00,110.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:WIN 10ENT-64","[Use New AP/MN# Win10IoT-Value]..Windows 10 Enterprise LETS SD 42C-00163, 64-bit OS.","Inventory Part",161.00,215.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:WIN10-PRO-32","[Use New P/N# Win10Pro-ENG32]..Microsoft Windows 10 Professional, with PS1 32 Bits","Inventory Part",158.00,210.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:WIN10-PRO-64","[Use New P/N# Win10Pro-ENG64]..Microsoft Windows 10 Professional, with PS1 64 Bits","Inventory Part",158.00,210.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win10IoT-Entry","Win10IoT-Entry..Win10 IoT Ent LTSB 2016 Multilang OEI Entry, 6EU-00031, CPU: Intel Atom & Celero...","Inventory Part",42.00,53.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win10IoT-Entry-2019-LTSC","Win10IoT-Entry-2019-LTSC..Win10 IoT Ent 2019 LTSC Entry, 64 bit version.","Inventory Part",53.00,70.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win10IoT-High","Win10IoT-High..Win10 IoT Ent LTSB 2016 Multilang OEI High End, 6EU-00029, CPU: Intel Core-i7& Xe...","Inventory Part",151.00,189.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win10IoT-Value","Win10IoT-Value..Win10 IoT Ent LTSB 2016 Multilang OEI Value, 6EU-00030. CPU: Intel Core i3, Core...","Inventory Part",82.00,103.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win10IoT19-Entry","Win10IoT19-Entry..Win10 IoT Ent 2019 LTSC MultiLang ESD OEI Entry for CPU: Intel Atom, Celeron s...","Inventory Part",41.00,51.00,"Tax",53,155,"",125,"Neousys Technology Incorp."
,"Windows OS:Win10IoT19-High","Win10IoT19-High..Win 10 IoT Ent 2019 LTSC High End","Inventory Part",151.00,189.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win10IoT19-Value","Win10IoT19-Value..Win10 IoT Ent 2019 LTSC Value. CPU: Intel Core i3, Core i5, Core M, Pentium, C...","Inventory Part",82.00,103.00,"Tax",134,134,"",0,"Neousys Technology Incorp."
,"Windows OS:Win10IoT21-Entry","Win10IoT21-Entry..Win 10 IoT Ent 2021 LTSC Entry for CPU: Intel Atom, Celeron small Core (N3160,...","Inventory Part",41.00,51.00,"Tax",9,10,"",5,"Neousys Technology Incorp."
,"Windows OS:Win10IoT21-High","Win10IoT21-High..Win 10 IoT Ent 2021 LTSC High End.","Inventory Part",151.00,189.00,"Tax",7,3,"",5,"Neousys Technology Incorp."
,"Windows OS:Win10IoT21-High-601","Win10IoT21-High-601..Win 10 IoT Ent 2021 LTSC High End Server Installation only.","Inventory Part",0.00,0.00,"Tax",1,0,"",0,
,"Windows OS:Win10IoT21-Value","Win10IoT21-Value..Win 10 IoT Ent 2021 LTSC Value. CPU: Intel Core i3, Core i5, Core M, Pentium, ...","Inventory Part",82.00,103.00,"Tax",26,164,"",25,"Neousys Technology Incorp."
,"Windows OS:Win10Pro-ENG32","Win10Pro-ENG32..WIN PRO 10 32BIT ENGLISH 1PK CD","Inventory Part",184.00,230.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win10Pro-ENG64","Win10Pro-ENG64..WIN PRO 10 64BIT ENGLISH 1PK CD","Inventory Part",180.00,230.00,"Tax",3,2,"",0,
,"Windows OS:Win11IoT-Ent-Entry","Win11IoT-Ent-Entry..Windows 11 IoT Enterprise Entry.","Inventory Part",42.00,52.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win11IoT-Ent-Entry-601","Win11IoT-Ent-Entry-601..Win 11 IoT Enterprise Entry LTSC 24H2","Inventory Part",0.00,0.00,"Tax",3,0,"",0,
,"Windows OS:Win11IoT-Ent-High","Win11IoT-Ent-High..Windows 11 IoT Enterprise High End PKEA.","Inventory Part",154.00,193.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win11IoT-Ent-High-601","Win11IoT-Ent-High-601..Win 11 IoT Enterprise High-end LTSC 24H2","Inventory Part",0.00,0.00,"Tax",4,0,"",0,
,"Windows OS:Win11IoT-Ent-Value","Win11IoT-Ent-Value..Windows 11 IoT Enterprise Value.","Inventory Part",84.00,105.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win11IoT-Ent-Value-601","Win11IoT-Ent-Value-601..Win 11 IoT Enterprise Value LTSC 24H2","Inventory Part",0.00,0.00,"Tax",0,1,"",0,
,"Windows OS:Win11IoT24-Entry","Win11IoT24-Entry..Win 11 IoT Ent 2024 LTSC Entry.","Inventory Part",41.00,51.00,"Tax",3,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win11IoT24-High","Win11IoT24-High..Win 11 IoT Ent 2024 LTSC High End.","Inventory Part",151.00,189.00,"Tax",3,3,"",0,"Neousys Technology Incorp."
,"Windows OS:Win11IoT24-Value","Win11IoT24-Value..Win 11 IoT Ent 2024 LTSC Value.","Inventory Part",82.00,103.00,"Tax",2,13,"",15,"Neousys Technology Incorp."
,"Windows OS:WIN7-PRO-32","[Use New AP/MN# Win7Pro-Emb]..Microsoft Windows 7 Professional, with PS1 32 Bit","Inventory Part",149.00,198.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:WIN7-PRO-64","[Use New AP/MN# Win7Pro-Emb]..Microsoft Windows 7 Professional, with PS1 64 Bit","Inventory Part",149.00,198.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Windows OS:Win7Pro-Emb","Win7Pro-Emb..Windows 7 professional SP1 for Embedded systems.","Inventory Part",151.00,189.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"BCDSF02L-RGC-SA-CELL-KT",,"Inventory Assembly",0.00,207.00,"Tax",0,0,"",0,
,"Nuvo-7160GC-PoE-i7HC-65W-1060","Nuvo-7160GC-PoE-i7HC-65W-GTX1060..Intel Coffee Lake 8th-Gen Core i7-8700  GPU computer. Pre-inst...","Inventory Assembly",1478.00,2000.00,"Tax",0,0,"",0,
,"PA-280W-ET2-11","[Use New P/N# PA-280W-ET2] ..280W AC/DC power adapter 24V 11.67A, 85 ~ 264VAC 120~370VDC, with W...","Inventory Assembly",78.00,103.00,"Tax",0,0,"",0,
,"PA-480W-DIN-11","[Use New P/N# PA-480W-DIN]..480W AC-DC power Adapter DIN Rail Mount, 24V 20A, 90~264VAC/127~370V...","Inventory Assembly",116.00,130.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"Delivery and Installation","Delivery and/or Installation Service","Non-inventory Part",175.00,"","Tax","","","","",
,"Engineer Lab Expense- Tool","Engineer Lab Expense- Computers, peripherals, tools, etc.","Non-inventory Part",0.00,0.00,"Tax","","","","",
,"Free Sample","Free sample for customer test/evaluation","Non-inventory Part",0.00,0.00,"Non","","","","",
,"Furniture",,"Non-inventory Part",0.00,"","Tax","","","","",
,"Furniture:Haworth Places Workstations","6x6x44""H with 24""D Laminate Surfaces..(1) Box/box/file Pedestal","Non-inventory Part",860.00,750.00,"Tax","","","","",
,"Furniture:Haworth X-99 Nesting Chair","Mesh Back: Black..Seat Fabric: Black","Non-inventory Part",146.25,125.00,"Tax","","","","",
,"Furniture:Lorell Nesting Chair","Mesh Back: Black..Seat Fabric: Black","Non-inventory Part",133.95,110.00,"Tax","","","","",
,"Furniture:Multi-function Mid-back Chair","Mesh Back: Black..Seat Fabric: Black","Non-inventory Part",284.50,250.00,"Tax","","","","",
,"Furniture:Nesting Table","30""x72"" Nesting Tables on Casters..Finish: Modern Walnut..Base: Silver","Non-inventory Part",779.85,355.00,"Tax","","","","",
,"Furniture:U-Shaped Desk","8'11""Wx8'-5""L U-Shaped Desk..30""Dx71""W D-top with curved corner, Post Leg & Modesty Panel..24""Dx...","Non-inventory Part",1514.85,855.00,"Tax","","","","",
,"Office Expense- Computer","Office product, e.g. computers","Non-inventory Part",0.00,0.00,"Non","","","","",
,"Office Network and Security",,"Non-inventory Part",0.00,"","Tax","","","","",
,"Office Network and Security:Network Cabling","Supply & Install cabling, data rack, faceplate, 12 port Cate5e patch panel, 5 drops of 2 cables,...","Non-inventory Part",1332.95,"","Tax","","","","",
,"Sales Tax","Sales Tax","Non-inventory Part",149.20,"","Tax","","","","",
,"Shipping- COGS","Shipping and Handling Charged by Vendor.","Non-inventory Part",0.00,0.00,"Non","","","","",
,"Misc",,"Other Charge",0.00,0.00,"Non","","","","",
,"NSF Bank Charge","NSF Bank Charge","Other Charge",0.00,25.00,"Non","","","","",
